Tweet,Hate_Speech,tokenized_text
haha sebarisan panik gerindra berkoalisi berusaha memecah koalisi lawan jokowi panik ya bunyi anak sekolah dasar susilo bambang yudhoyono dibalik rezim jokowi sulit agus harimurti yudhoyono calon wakil presiden jokowi kebagian menteri sindir,0,"['haha', 'sebarisan', 'panik', 'gerindra', 'berkoalisi', 'berusaha', 'memecah', 'koalisi', 'lawan', 'jokowi', 'panik', 'ya', 'bunyi', 'anak', 'sekolah', 'dasar', 'susilo', 'bambang', 'yudhoyono', 'dibalik', 'rezim', 'jokowi', 'sulit', 'agus', 'harimurti', 'yudhoyono', 'calon', 'wakil', 'presiden', 'jokowi', 'kebagian', 'menteri', 'sindir']"
seumur nyunyuhun hulu ajar mengaji guru can guru mengaji berbicara islam nusantara keur nu gas naha kiwari jaman rejim deh joko muncul islam naya senam na x,0,"['seumur', 'nyunyuhun', 'hulu', 'ajar', 'mengaji', 'guru', 'can', 'guru', 'mengaji', 'berbicara', 'islam', 'nusantara', 'keur', 'nu', 'gas', 'naha', 'kiwari', 'jaman', 'rejim', 'deh', 'joko', 'muncul', 'islam', 'naya', 'senam', 'na']"
ekspresi pas kaget nya ya teriak ayam ayam cebong cebong cebong,0,"['ekspresi', 'pas', 'kaget', 'nya', 'ya', 'teriak', 'ayam', 'ayam', 'cebong', 'cebong', 'cebong']"
ppp gelar musyawarah nasional alim ulama bahas calon wakil presiden jokowi,0,"['ppp', 'gelar', 'musyawarah', 'nasional', 'alim', 'ulama', 'bahas', 'calon', 'wakil', 'presiden', 'jokowi']"
hati bubarkan,1,"['hati', 'bubarkan']"
kontol indihome,1,"['kontol', 'indihome']"
simpulkan cuci tangan mencari selamat ya berengsek uniform resource locator,0,"['simpulkan', 'cuci', 'tangan', 'mencari', 'selamat', 'ya', 'berengsek', 'uniform', 'resource', 'locator']"
ayo adakan referendum bubarkan dewan perwakilan rakyat ri komisi pemberantasan korupsi,1,"['ayo', 'adakan', 'referendum', 'bubarkan', 'dewan', 'perwakilan', 'rakyat', 'ri', 'komisi', 'pemberantasan', 'korupsi']"
cina gelontorkan dana filipina perang marawi uniform resource locator uniform resource locator,1,"['cina', 'gelontorkan', 'dana', 'filipina', 'perang', 'marawi', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator']"
pembacaan pancasila upacara diganti syahadat negara kesatuan republik indonesia berisi inti pancasila,1,"['pembacaan', 'pancasila', 'upacara', 'diganti', 'syahadat', 'negara', 'kesatuan', 'republik', 'indonesia', 'berisi', 'inti', 'pancasila']"
koar mengakui anti asing amp asing pas pilihan kepala daerah pemilihan presiden,0,"['koar', 'mengakui', 'anti', 'asing', 'amp', 'asing', 'pas', 'pilihan', 'kepala', 'daerah', 'pemilihan', 'presiden']"
orang kristen orang percaya orang percaya orang kristen,0,"['orang', 'kristen', 'orang', 'percaya', 'orang', 'percaya', 'orang', 'kristen']"
pemerintah rezim tongkol polisi tongkol ulama dikasuskan iya ken stop kriminalisasi ulama,1,"['pemerintah', 'rezim', 'tongkol', 'polisi', 'tongkol', 'ulama', 'dikasuskan', 'iya', 'ken', 'stop', 'kriminalisasi', 'ulama']"
hidup cina komunis hypertext transfer protocol over secure socket layer t co b1rhevkrxl,1,"['hidup', 'cina', 'komunis', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 'co', 'rhevkrxl']"
dowoon kayak keren keren najis ditabok sih,0,"['dowoon', 'kayak', 'keren', 'keren', 'najis', 'ditabok', 'sih']"
komunis menangis,0,"['komunis', 'menangis']"
nya ngentot,1,"['nya', 'ngentot']"
sensitif manusia menyatukan elemen lintas agama salah kemarin demo tandingan 212 berasal lintas agama budaya adat kakak,1,"['sensitif', 'manusia', 'menyatukan', 'elemen', 'lintas', 'agama', 'salah', 'kemarin', 'demo', 'tandingan', 'berasal', 'lintas', 'agama', 'budaya', 'adat', 'kakak']"
dianya berlaku penderitaannya pengetahuan abu bakar as sidik membeli zinnirah harga tekun beribadah kurnia allah matanya buta bercahaya peristiwa me,0,"['dianya', 'berlaku', 'penderitaannya', 'pengetahuan', 'abu', 'bakar', 'as', 'sidik', 'membeli', 'zinnirah', 'harga', 'tekun', 'beribadah', 'kurnia', 'allah', 'matanya', 'buta', 'bercahaya', 'peristiwa', 'me']"
assalamualaikum kerudungan kenal nyeletuk rumah survei poster poster film dipajang garasi gue bilang ya kerja media kayak survei gue,0,"['assalamualaikum', 'kerudungan', 'kenal', 'nyeletuk', 'rumah', 'survei', 'poster', 'poster', 'film', 'dipajang', 'garasi', 'gue', 'bilang', 'ya', 'kerja', 'media', 'kayak', 'survei', 'gue']"
ngewe budek ah,0,"['ngewe', 'budek', 'ah']"
mama orang ntt,0,"['mama', 'orang', 'ntt']"
ah namanya aneh sih pikir asing tanggapnya sembari memanggut manggutkan kepala tawa ringan meluncur respons menggemaskan candy sadar tangannya terulur menguak surai sang puan,0,"['ah', 'namanya', 'aneh', 'sih', 'pikir', 'asing', 'tanggapnya', 'sembari', 'memanggut', 'manggutkan', 'kepala', 'tawa', 'ringan', 'meluncur', 'respons', 'menggemaskan', 'candy', 'sadar', 'tangannya', 'terulur', 'menguak', 'surai', 'sang', 'puan']"
jejak analog silakan save kali re post 23 mei 2018 percis 20 ya,0,"['jejak', 'analog', 'silakan', 'save', 'kali', 're', 'post', 'mei', 'percis', 'ya']"
partai komunis indonesia ya bu,0,"['partai', 'komunis', 'indonesia', 'ya', 'bu']"
pelatih asing menjuarai piala dunia terbaru roberto martinez melatih belgia gagal semifinal,0,"['pelatih', 'asing', 'menjuarai', 'piala', 'dunia', 'terbaru', 'roberto', 'martinez', 'melatih', 'belgia', 'gagal', 'semifinal']"
isu rohingya digoreng presiden jokowi tampil layaknya pemimpin bangsa,1,"['isu', 'rohingya', 'digoreng', 'presiden', 'jokowi', 'tampil', 'layaknya', 'pemimpin', 'bangsa']"
bolot lemot doang mengerti,1,"['bolot', 'lemot', 'doang', 'mengerti']"
rakyat bersahaja presiden kecuali semangat nya indonesia,0,"['rakyat', 'bersahaja', 'presiden', 'kecuali', 'semangat', 'nya', 'indonesia']"
bacot orang habisnya hidupnya,0,"['bacot', 'orang', 'habisnya', 'hidupnya']"
oke sistem informasi kesehatan daerah banding college mrs gan sbp just padah banding result exam buah sekolah ya bah paloi padah ya paper exam bah bebal paloi kah bodoh,0,"['oke', 'sistem', 'informasi', 'kesehatan', 'daerah', 'banding', 'college', 'mrs', 'gan', 'sbp', 'just', 'padah', 'banding', 'result', 'exam', 'buah', 'sekolah', 'ya', 'bah', 'paloi', 'padah', 'ya', 'paper', 'exam', 'bah', 'bebal', 'paloi', 'kah', 'bodoh']"
pola pikir manusia berengsek dungu merugikan orang,1,"['pola', 'pikir', 'manusia', 'berengsek', 'dungu', 'merugikan', 'orang']"
angkut nih hitung hitung gantikan petar cari pemain asing berkualitas,0,"['angkut', 'nih', 'hitung', 'hitung', 'gantikan', 'petar', 'cari', 'pemain', 'asing', 'berkualitas']"
banget jilat memek,0,"['banget', 'jilat', 'memek']"
teman gue chat balasnya oke doang susu kontol manis,1,"['teman', 'gue', 'chat', 'balasnya', 'oke', 'doang', 'susu', 'kontol', 'manis']"
neng andi minum kopi gih congor korsleting,1,"['neng', 'andi', 'minum', 'kopi', 'gih', 'congor', 'korsleting']"
serbuan tenaga kerja asing cina polisi penyelundupan senjata api hmmm ya uniform resource locator,1,"['serbuan', 'tenaga', 'kerja', 'asing', 'cina', 'polisi', 'penyelundupan', 'senjata', 'api', 'hmmm', 'ya', 'uniform', 'resource', 'locator']"
rendang asli serunya,0,"['rendang', 'asli', 'serunya']"
gembel warung internet suka mengikuti gue eh posting posting kayak gambar berani menghadapi polisi tolong nih masuk pasal penghinaan presiden,1,"['gembel', 'warung', 'internet', 'suka', 'mengikuti', 'gue', 'eh', 'posting', 'posting', 'kayak', 'gambar', 'berani', 'menghadapi', 'polisi', 'tolong', 'nih', 'masuk', 'pasal', 'penghinaan', 'presiden']"
sembuh sembuh dungu nya kanda,1,"['sembuh', 'sembuh', 'dungu', 'nya', 'kanda']"
pencerahan adora hilman alina too complicated fucker sih rl seniat fucker gila sih paham sih mesti fucker penyuka jenis show off sih,0,"['pencerahan', 'adora', 'hilman', 'alina', 'too', 'complicated', 'fucker', 'sih', 'rl', 'seniat', 'fucker', 'gila', 'sih', 'paham', 'sih', 'mesti', 'fucker', 'penyuka', 'jenis', 'show', 'off', 'sih']"
gelang kode anggap operasi intelijen dasar manusia fiksi dungu belajar ilmu intelijen,1,"['gelang', 'kode', 'anggap', 'operasi', 'intelijen', 'dasar', 'manusia', 'fiksi', 'dungu', 'belajar', 'ilmu', 'intelijen']"
eh ketahuan proyek nya cina garap putra putri indonesia kesempatan uniform resource locator,1,"['eh', 'ketahuan', 'proyek', 'nya', 'cina', 'garap', 'putra', 'putri', 'indonesia', 'kesempatan', 'uniform', 'resource', 'locator']"
tas berisi bom ditemukan semalam indekos tas isi alat kesehatan bikin geger berisik banget kemarin mobil polisi,0,"['tas', 'berisi', 'bom', 'ditemukan', 'semalam', 'indekos', 'tas', 'isi', 'alat', 'kesehatan', 'bikin', 'geger', 'berisik', 'banget', 'kemarin', 'mobil', 'polisi']"
diejek kampang ya anggap bercandaan,0,"['diejek', 'kampang', 'ya', 'anggap', 'bercandaan']"
ateis kitabnya p,0,"['ateis', 'kitabnya']"
41 program 16 pembangunan pusat olahraga seni budaya kota kabupaten asyik menang asyik menang,0,"['program', 'pembangunan', 'pusat', 'olahraga', 'seni', 'budaya', 'kota', 'kabupaten', 'asyik', 'menang', 'asyik', 'menang']"
logikanya arab saudi investasi cina 800 t cina investasi indonesia protes tolol namanya,1,"['logikanya', 'arab', 'saudi', 'investasi', 'cina', 'cina', 'investasi', 'indonesia', 'protes', 'tolol', 'namanya']"
berusahalah nsi buta sih bisu berbicara sih tuli,0,"['berusahalah', 'nsi', 'buta', 'sih', 'bisu', 'berbicara', 'sih', 'tuli']"
ayo lengserkan jokowi bugis,1,"['ayo', 'lengserkan', 'jokowi', 'bugis']"
cebong dongok 4 kate bodoh kayak fitnah gedekan otak peningkatan,1,"['cebong', 'dongok', 'kate', 'bodoh', 'kayak', 'fitnah', 'gedekan', 'otak', 'peningkatan']"
jb jbnya siang coba pagi pagi iyakan tolong goblok tang wkwk,0,"['jb', 'jbnya', 'siang', 'coba', 'pagi', 'pagi', 'iyakan', 'tolong', 'goblok', 'tang', 'wkwk']"
tangkap ahok kelompok nya pemalsuan e kartu tanda penduduk pengkhianat bangsa negara,1,"['tangkap', 'ahok', 'kelompok', 'nya', 'pemalsuan', 'kartu', 'tanda', 'penduduk', 'pengkhianat', 'bangsa', 'negara']"
memaklumi faktor umur penyakit pikun bantu kasih tau mendiskreditkan aparatur sipil negara mengumbar kelemahan presiden ketidaksukaan bawahannya nya presiden risih puja puji,0,"['memaklumi', 'faktor', 'umur', 'penyakit', 'pikun', 'bantu', 'kasih', 'tau', 'mendiskreditkan', 'aparatur', 'sipil', 'negara', 'mengumbar', 'kelemahan', 'presiden', 'ketidaksukaan', 'bawahannya', 'nya', 'presiden', 'risih', 'puja', 'puji']"
presiden diganti sih,0,"['presiden', 'diganti', 'sih']"
dilema handphone wafat ayah dinas pulau adik pengaderan pulang pulang rumah edan kali nuy,0,"['dilema', 'handphone', 'wafat', 'ayah', 'dinas', 'pulau', 'adik', 'pengaderan', 'pulang', 'pulang', 'rumah', 'edan', 'kali', 'nuy']"
celeng berbicara celeng,1,"['celeng', 'berbicara', 'celeng']"
doa kuat lihatnya menang jo amin kampus warung mi ayam membicarakan jojo sih haha rl gue lini ramai,0,"['doa', 'kuat', 'lihatnya', 'menang', 'jo', 'amin', 'kampus', 'warung', 'mi', 'ayam', 'membicarakan', 'jojo', 'sih', 'haha', 'rl', 'gue', 'lini', 'ramai']"
bayangkan presiden wakil presiden kerjanya ongkang kaki berutang pemasukan,0,"['bayangkan', 'presiden', 'wakil', 'presiden', 'kerjanya', 'ongkang', 'kaki', 'berutang', 'pemasukan']"
intinya mencintai cintai mencintai peduli cewek cowok straight gay lesbian transgender apapun who are,0,"['intinya', 'mencintai', 'cintai', 'mencintai', 'peduli', 'cewek', 'cowok', 'straight', 'gay', 'lesbian', 'transgender', 'apapun', 'who', 'are']"
mari lengserkan jadikan presiden biar gila ahoker wkwk,1,"['mari', 'lengserkan', 'jadikan', 'presiden', 'biar', 'gila', 'ahoker', 'wkwk']"
rupiah haneul sok pemes cupu dientot on retweet,1,"['rupiah', 'haneul', 'sok', 'pemes', 'cupu', 'dientot', 'on', 'retweet']"
pernyataan kartu kredit bahan nyinyiran bu smi bilang utang ln surat pemberitahuan tahunan kartu kredit,1,"['pernyataan', 'kartu', 'kredit', 'bahan', 'nyinyiran', 'bu', 'smi', 'bilang', 'utang', 'ln', 'surat', 'pemberitahuan', 'tahunan', 'kartu', 'kredit']"
1 kredit konsorsium 4 bank asing inalum akuisisi 51 saham mc moran fi dana 100 triliun akuisisi 51 saham dividen diperoleh inalum bayar hutang butuh melunas,0,"['kredit', 'konsorsium', 'bank', 'asing', 'inalum', 'akuisisi', 'saham', 'mc', 'moran', 'fi', 'dana', 'triliun', 'akuisisi', 'saham', 'dividen', 'diperoleh', 'inalum', 'bayar', 'hutang', 'butuh', 'melunas']"
profesor palestina adnan ibrahim mencari kebenaran manusia fitrah tuhan kebenaran ulama ustaz,0,"['profesor', 'palestina', 'adnan', 'ibrahim', 'mencari', 'kebenaran', 'manusia', 'fitrah', 'tuhan', 'kebenaran', 'ulama', 'ustaz']"
pengawetan bacanya peng ngewe an,0,"['pengawetan', 'bacanya', 'peng', 'ngewe', 'an']"
babak penguasaan pengusahaan pertambangan freeport indonesia semoga gambarkan tabel rezim kontrak kepemilikan saham pt freeport indonesia indonesia nawacita sinergi badan usaha milik negara inalum fuck,0,"['babak', 'penguasaan', 'pengusahaan', 'pertambangan', 'freeport', 'indonesia', 'semoga', 'gambarkan', 'tabel', 'rezim', 'kontrak', 'kepemilikan', 'saham', 'pt', 'freeport', 'indonesia', 'indonesia', 'nawacita', 'sinergi', 'badan', 'usaha', 'milik', 'negara', 'inalum', 'fuck']"
ngewe,0,['ngewe']
setan muncul dimana heran,0,"['setan', 'muncul', 'dimana', 'heran']"
rakyat jawa barat perubahan mendasar pembangunan jawa barat signifikan pilihan memilih gubernur selaras program program presiden jokowi hasanah 2 menang,0,"['rakyat', 'jawa', 'barat', 'perubahan', 'mendasar', 'pembangunan', 'jawa', 'barat', 'signifikan', 'pilihan', 'memilih', 'gubernur', 'selaras', 'program', 'program', 'presiden', 'jokowi', 'hasanah', 'menang']"
najis jam segini tidur masak nasi hmmmmz,0,"['najis', 'jam', 'segini', 'tidur', 'masak', 'nasi', 'hmmmmz']"
airlangga pribadi lupa bu khofifah pengalaman 3 menteri sosial presiden jokowi membantu mengentaskan kemiskinan khofifah emil jawa timur,0,"['airlangga', 'pribadi', 'lupa', 'bu', 'khofifah', 'pengalaman', 'menteri', 'sosial', 'presiden', 'jokowi', 'membantu', 'mengentaskan', 'kemiskinan', 'khofifah', 'emil', 'jawa', 'timur']"
menonton televisi isinya banci mulu youtube ah elahhh,0,"['menonton', 'televisi', 'isinya', 'banci', 'mulu', 'youtube', 'ah', 'elahhh']"
buru merpati eh so min nuna sipit menarik hati eak,0,"['buru', 'merpati', 'eh', 'so', 'min', 'nuna', 'sipit', 'menarik', 'hati', 'eak']"
aduh adian curut bonsai menggoreng hoaks basiiii ih dungu,1,"['aduh', 'adian', 'curut', 'bonsai', 'menggoreng', 'hoaks', 'basiiii', 'ih', 'dungu']"
kampret keparat radikalis pencinta kotoran onta beda berjuang membangun negara kesatuan republik indonesia kampret geng sih cabul rizieq shihab ribut rusuh rusak malu oh sungguh memalukan,1,"['kampret', 'keparat', 'radikalis', 'pencinta', 'kotoran', 'onta', 'beda', 'berjuang', 'membangun', 'negara', 'kesatuan', 'republik', 'indonesia', 'kampret', 'geng', 'sih', 'cabul', 'rizieq', 'shihab', 'ribut', 'rusuh', 'rusak', 'malu', 'oh', 'sungguh', 'memalukan']"
agama yahudi nasrani nabi idris dikenal nama henokh,0,"['agama', 'yahudi', 'nasrani', 'nabi', 'idris', 'dikenal', 'nama', 'henokh']"
gadis benaknya menghantui pikiran bayangan gelap bikin senang menghancurkan mimpinya orang memakinya bajingan berengsek,0,"['gadis', 'benaknya', 'menghantui', 'pikiran', 'bayangan', 'gelap', 'bikin', 'senang', 'menghancurkan', 'mimpinya', 'orang', 'memakinya', 'bajingan', 'berengsek']"
sipit menyipit sosok sang dara kau ciri cirinya haris seingatnya,0,"['sipit', 'menyipit', 'sosok', 'sang', 'dara', 'kau', 'ciri', 'cirinya', 'haris', 'seingatnya']"
info sesat paspor 24 paspor tenaga kerja indonesia khusus tenaga kerja indonesia iya 2010 2010 paspor 24 paspor kemana pepo bahas pin,0,"['info', 'sesat', 'paspor', 'paspor', 'tenaga', 'kerja', 'indonesia', 'khusus', 'tenaga', 'kerja', 'indonesia', 'iya', 'paspor', 'paspor', 'kemana', 'pepo', 'bahas', 'pin']"
prabowo layak presiden partainya calonnya mengerti dibidang ekonomi dibanggakan astaga,0,"['prabowo', 'layak', 'presiden', 'partainya', 'calonnya', 'mengerti', 'dibidang', 'ekonomi', 'dibanggakan', 'astaga']"
tuyul monyet,0,"['tuyul', 'monyet']"
tua picek,1,"['tua', 'picek']"
cieeee giliran rancangan undang undang terorisme ketok alasannya pemerintah lambat pas undang undang md3 main ketok deal pemerintah terorisme berkembang negara pemerintahannya lemah,0,"['cieeee', 'giliran', 'rancangan', 'undang', 'undang', 'terorisme', 'ketok', 'alasannya', 'pemerintah', 'lambat', 'pas', 'undang', 'undang', 'md', 'main', 'ketok', 'deal', 'pemerintah', 'terorisme', 'berkembang', 'negara', 'pemerintahannya', 'lemah']"
3 penanganan jalan berlubang cepat penanganan jalan berlubang jawa memiliki standar operasional prosedur sop maksimal ditangani komitmen gubernur ganjar mewujudkan jalan jawa bebas l,0,"['penanganan', 'jalan', 'berlubang', 'cepat', 'penanganan', 'jalan', 'berlubang', 'jawa', 'memiliki', 'standar', 'operasional', 'prosedur', 'sop', 'maksimal', 'ditangani', 'komitmen', 'gubernur', 'ganjar', 'mewujudkan', 'jalan', 'jawa', 'bebas']"
artificial love haha hehe munafik gue basah basah awww,0,"['artificial', 'love', 'haha', 'hehe', 'munafik', 'gue', 'basah', 'basah', 'awww']"
cebong berbicara data,1,"['cebong', 'berbicara', 'data']"
benci racun tekannnn kaaaaaa haha fuck yahudi,1,"['benci', 'racun', 'tekannnn', 'kaaaaaa', 'haha', 'fuck', 'yahudi']"
calon wakil presiden jokowi setuju bani kampret sebelah,1,"['calon', 'wakil', 'presiden', 'jokowi', 'setuju', 'bani', 'kampret', 'sebelah']"
iya babi nya cif wkwk,0,"['iya', 'babi', 'nya', 'cif', 'wkwk']"
mendukung mendoakan pasangan herman deru mawardi yahya terpilih pilihan kepala daerah 17 juni 2018 warga percaya pengalaman herman deru mawardi yahya sukses 10 memimpin ogan komering ulu timur ogan ilir membawa sumatra selatan maju sejahtera,0,"['mendukung', 'mendoakan', 'pasangan', 'herman', 'deru', 'mawardi', 'yahya', 'terpilih', 'pilihan', 'kepala', 'daerah', 'juni', 'warga', 'percaya', 'pengalaman', 'herman', 'deru', 'mawardi', 'yahya', 'sukses', 'memimpin', 'ogan', 'komering', 'ulu', 'timur', 'ogan', 'ilir', 'membawa', 'sumatra', 'selatan', 'maju', 'sejahtera']"
asyik bohong kerja bongggg cebong mati mancungnya busuk,1,"['asyik', 'bohong', 'kerja', 'bongggg', 'cebong', 'mati', 'mancungnya', 'busuk']"
atmosfer peradaban patriarkal lelaki penis atribut maha transgender perempuan transgender perempuan dianggap pengkhianatan serius kelelakian uniform resource locator uniform resource locator,0,"['atmosfer', 'peradaban', 'patriarkal', 'lelaki', 'penis', 'atribut', 'maha', 'transgender', 'perempuan', 'transgender', 'perempuan', 'dianggap', 'pengkhianatan', 'serius', 'kelelakian', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator']"
ustaz robi maulana az zahrani uzur saudaramu iman mencintai al qur hadis mengagungkan syariat islam orang orang,0,"['ustaz', 'robi', 'maulana', 'az', 'zahrani', 'uzur', 'saudaramu', 'iman', 'mencintai', 'al', 'qur', 'hadis', 'mengagungkan', 'syariat', 'islam', 'orang', 'orang']"
pokoknya apapun salah jokowi,1,"['pokoknya', 'apapun', 'salah', 'jokowi']"
mas sa pakai kacamata petang situ senyum gantengnya menyapa ya menyapa budek hhhh diomongi mas mas kolam berkali disenyumi judes buang muka mulu buang muka,0,"['mas', 'sa', 'pakai', 'kacamata', 'petang', 'situ', 'senyum', 'gantengnya', 'menyapa', 'ya', 'menyapa', 'budek', 'hhhh', 'diomongi', 'mas', 'mas', 'kolam', 'berkali', 'disenyumi', 'judes', 'buang', 'muka', 'mulu', 'buang', 'muka']"
kunyuk uniform resource locator,0,"['kunyuk', 'uniform', 'resource', 'locator']"
