,tweet,Hate_Speech,translated_tweet,tokenized_text
1272,  have you been toldchong to your face i havenhave you had someone come up ,0,Pernahkah Anda wajah Anda,"['pernahkah', 'anda', 'wajah', 'anda']"
1273,amazing that america a so calledpot can have a female president butcountries can hmm ,0,LUAR BIASA BAHWA AMERICA A CALNCETPOT memiliki presiden wanita Butcountries hmm,"['luar', 'biasa', 'bahwa', 'america', 'calncetpot', 'memiliki', 'presiden', 'wanita', 'butcountries', 'hmm']"
1274,true christian may be our retarded cousins but still in the family nevertheless,1,Orang Kristen sejati sepupu terbelakang keluarga,"['orang', 'kristen', 'sejati', 'sepupu', 'terbelakang', 'keluarga']"
1275,only at a pi does a black guy laugh when his white friend out right calls him a nigger,0,Hanya pi pria kulit hitam tertawa teman kulit putihnya memanggilnya negro,"['hanya', 'pi', 'pria', 'kulit', 'hitam', 'tertawa', 'teman', 'kulit', 'putihnya', 'memanggilnya', 'negro']"
1276,keep in mind ism a negro,1,Ingatlah negro,"['ingatlah', 'negro']"
1277,damn shanty called me a nigger and got suspended in like 3 seconds man,1,Sialan memanggilku negro ditangguhkan 3 detik pria,"['sialan', 'memanggilku', 'negro', 'ditangguhkan', 'detik', 'pria']"
1279,me ill have you know ism half nigger and cracker bitch,1,memiliki Anda negro cracker jalang,"['memiliki', 'anda', 'negro', 'cracker', 'jalang']"
1280,are you a retard jeez,1,Apakah Anda retard jeez,"['apakah', 'anda', 'retard', 'jeez']"
1281,he went full retard never go full retard,0,retard penuh retard penuh,"['retard', 'penuh', 'retard', 'penuh']"
1282,dnd headcannonsn1 elvish sounds like frenchn2 orcish warbands work like mongol raidsn3 wood elves and high elve ,0,DND Headcannonsn1 Elvish terdengar Frenchn2 Orcish Warbands Mongol Raidsn3 Wood Elf High Elve,"['dnd', 'headcannonsn', 'elvish', 'terdengar', 'frenchn', 'orcish', 'warbands', 'mongol', 'raidsn', 'wood', 'elf', 'high', 'elve']"
1283,who paying your ahead ass to make idiotic statements like this this is natural breastfeeding anima,1,Siapa membayar pantat Anda pernyataan idiot anima menyusui alami,"['siapa', 'membayar', 'pantat', 'anda', 'pernyataan', 'idiot', 'anima', 'menyusui', 'alami']"
1284,it's been a good weekweekend i feel good cuz my kitchen is spic and span,0,Ini minggu minggu enak dapur spic rentang,"['ini', 'minggu', 'minggu', 'enak', 'dapur', 'spic', 'rentang']"
1285,['me important tangent astir chocolate pretzels being retard foodnnyou guys nnme buck foreskinnnyou guys'],0,Saya Pretzel Cokelat Tangen Penting Menjadi Retard Foodn Kalian Nama Buck Kulas Kambing Kalian,"['saya', 'pretzel', 'cokelat', 'tangen', 'penting', 'menjadi', 'retard', 'foodn', 'kalian', 'nama', 'buck', 'kulas', 'kambing', 'kalian']"
1286,['my hobbies include constitute the mesa entertainment in fine art dressing comparable dyke basketcase and missing tpobaw'],0,Hobi hiburan mesa pakaian seni rupa sebanding keranjang tanggul tpobaw hilang,"['hobi', 'hiburan', 'mesa', 'pakaian', 'seni', 'rupa', 'sebanding', 'keranjang', 'tanggul', 'tpobaw', 'hilang']"
1287,i think these hoes really retarded man,1,Saya pikir cangkul -benar terbelakang,"['saya', 'pikir', 'cangkul', 'benar', 'terbelakang']"
1288,i would have to play excuse me retardedstupid for people to feel comfortable nah i will treat everyone the same or accordingly,1,Saya bermain permisi terbelakang bodoh orang nyaman memperlakukan orang sesuai,"['saya', 'bermain', 'permisi', 'terbelakang', 'bodoh', 'orang', 'nyaman', 'memperlakukan', 'orang', 'sesuai']"
1289,hey twitter nigger shit me down you fucking bitch fucking democratic library nigger lover,1,hey twitter negro sial,"['hey', 'twitter', 'negro', 'sial']"
1290,nyc is a shithole country in of itself my god how quickly they destroyed what rudy did to build shameless ,0,NYC negara shithole Tuhan betapa cepatnya menghancurkan Rudy membangun malu -malu,"['nyc', 'negara', 'shithole', 'tuhan', 'betapa', 'cepatnya', 'menghancurkan', 'rudy', 'membangun', 'malu', 'malu']"
1291,do you need a cool cowhide coat for an extraordinary event dwayne johnson baywatch lifeguard jacket this spic and s ,0,Apakah Anda membutuhkan mantel kulit sapi keren acara Dwayne Johnson Baywatch Lifeguard Jacket spic s,"['apakah', 'anda', 'membutuhkan', 'mantel', 'kulit', 'sapi', 'keren', 'acara', 'dwayne', 'johnson', 'baywatch', 'lifeguard', 'jacket', 'spic']"
1292,where was it that i claimed it was a leftist i asked box if they would retract what they,0,Di mengklaim kotak kiri menarik,"['di', 'mengklaim', 'kotak', 'kiri', 'menarik']"
1293,white people are retarded lot confirmed,1,orang kulit putih terbelakang dikonfirmasi,"['orang', 'kulit', 'putih', 'terbelakang', 'dikonfirmasi']"
1294,there antisemitism present and virulent in every community from leftist to far right from conservative christy,0,Ada antisemitisme ganas komunitas kiri kanan Konservatif Christy,"['ada', 'antisemitisme', 'ganas', 'komunitas', 'kiri', 'kanan', 'konservatif', 'christy']"
1295,fuck you fucked wetback spic,0,fuck you fucked wetback spic,"['fuck', 'you', 'fucked', 'wetback', 'spic']"
1296,you negro you,1,Anda negro Anda,"['anda', 'negro', 'anda']"
1297,yeah give said the word night amp spic when pissed but give also been called gringo amp crack plenty of times sometimes,0,ya amp spic malam kesal gringo amp berkali -kali kadang -kadang,"['ya', 'amp', 'spic', 'malam', 'kesal', 'gringo', 'amp', 'berkali', 'kali', 'kadang', 'kadang']"
1298,my accent isn't funny you fucking retard,0,aksen lucu Anda -benar retard,"['aksen', 'lucu', 'anda', 'benar', 'retard']"
1299,you're a faggot,1,Anda homo,"['anda', 'homo']"
1300,  what are feminazi's fighting for what laws exist on the books that need changing in the… ,1,Apa pertempuran Feminazi hukum buku -buku diubah di…,"['apa', 'pertempuran', 'feminazi', 'hukum', 'buku', 'buku', 'diubah', 'di']"
1301,yeah i used to call my friends gay and retarded all the time i a piece of shit,1,ya menyebut teman gay terbelakang sepotong kotoran,"['ya', 'menyebut', 'teman', 'gay', 'terbelakang', 'sepotong', 'kotoran']"
1302,imagine being that much of a wet cunt you get offended by a cartoon character,0,Bayangkan vagina basah Anda tersinggung karakter kartun,"['bayangkan', 'vagina', 'basah', 'anda', 'tersinggung', 'karakter', 'kartun']"
1303,['mortal remove money judge from corrie atomic number 2 makes me wanna smash my telly upward'],0,fana menghapus uang juri corrie atom nomor 2 menghancurkan televisi,"['fana', 'menghapus', 'uang', 'juri', 'corrie', 'atom', 'nomor', 'menghancurkan', 'televisi']"
1304,it actually ties with being a nigger the,0,terkait negro,"['terkait', 'negro']"
1305,see what i mean about retarded conservative supporters to,0,Lihat maksud pendukung konservatif terbelakang,"['lihat', 'maksud', 'pendukung', 'konservatif', 'terbelakang']"
1306,suck a dick gunny mullet faggot bitch,1,menghisap pelacur fagot penis goni,"['menghisap', 'pelacur', 'fagot', 'penis', 'goni']"
1307,brother nature ain't black no more huh he just a spic to y'all now right ain't trying to hold the dominican homie down at all,0,Saudara Nature Aint Black No More Huh Dia spic mencoba menahan homie Dominika,"['saudara', 'nature', 'aint', 'black', 'no', 'more', 'huh', 'dia', 'spic', 'mencoba', 'menahan', 'homie', 'dominika']"
1308,['this dumb faggotpretends to dumbfound hit off in wagers atomic number 2 gonna lose lmao'],0,Faggotsphotends Dumb mengejutkan Wagers Atomic Number 2 kehilangan lmao,"['faggotsphotends', 'dumb', 'mengejutkan', 'wagers', 'atomic', 'number', 'kehilangan', 'lmao']"
1309, webcam and weeb gamenretard starter pack,1,Webcam Weeb Gamenretard Starter Pack,"['webcam', 'weeb', 'gamenretard', 'starter', 'pack']"
1310,we have money humor,1,Kami memiliki humor uang,"['kami', 'memiliki', 'humor', 'uang']"
1311, i wonder what they been cutting rush limbaugh supply with he is a moral retard period ,1,Aku -tanya potong Rush Limbaugh Supply periode retard moral,"['aku', 'tanya', 'potong', 'rush', 'limbaugh', 'supply', 'periode', 'retard', 'moral']"
1312,obesedyke cant do it,0,Dyke obesitas melakukannya,"['dyke', 'obesitas', 'melakukannya']"
1313,fuck you dumbass bitch stupid ass idiot fucking crap load of bullshit useless ass cunt headass asshole itsimpossib ,1,FUCK YOU DUMBASS BITCH BUTAP BUPA IDIOT FUCKING ORANG ORANG BULLSHIT UNEBSE NEGERSS BAJA HEADASS BREADSIMSIBSIB ITSEPSIB,"['fuck', 'you', 'dumbass', 'bitch', 'butap', 'bupa', 'idiot', 'fucking', 'orang', 'orang', 'bullshit', 'unebse', 'negerss', 'baja', 'headass', 'breadsimsibsib', 'itsepsib']"
1314,you're honestly the biggest retard have ever seen online that says lot block me so i don't have to see your stop,0,Anda sejujurnya retard terbesar online memblokir perhentian Anda,"['anda', 'sejujurnya', 'retard', 'terbesar', 'online', 'memblokir', 'perhentian', 'anda']"
1315,people is retarded orgy man,1,Orang -orang terbelakang,"['orang', 'orang', 'terbelakang']"
1316,i was so shocked when my wife called me a lazy twat when i was in palmar yesterday that i almost fell of my motorized scooter,0,Saya terkejut istri memanggil twat malas Palmar kemarin jatuh skuter bermotor,"['saya', 'terkejut', 'istri', 'memanggil', 'twat', 'malas', 'palmar', 'kemarin', 'jatuh', 'skuter', 'bermotor']"
1317,all feminists are worth is a nut that's it any night showing off his feminacy girlfriend is close to euthanasia,1,Semua feminis bernilai kacang malam memamerkan pacar feminasinya eutanasia,"['semua', 'feminis', 'bernilai', 'kacang', 'malam', 'memamerkan', 'pacar', 'feminasinya', 'eutanasia']"
1318,may the words of immigrants motivate allies to act,0,Semoga -kata imigran memotivasi sekutu bertindak,"['semoga', 'kata', 'imigran', 'memotivasi', 'sekutu', 'bertindak']"
1319,that nigger stirring up trouble with that tweet i cried a little and confessed my love to a random jezebel when i saw it,1,negro menimbulkan tweet menangis mengakui cintaku Izebel acak,"['negro', 'menimbulkan', 'tweet', 'menangis', 'mengakui', 'cintaku', 'izebel', 'acak']"
1320,that ain even funny retard,0,retard lucu,"['retard', 'lucu']"
1321,  coincidentally timed with the caravan of love coming up from shithole countries pretty sure it unrelated ,1,Secara diatur karavan cinta negara -negara shithole terkait,"['secara', 'diatur', 'karavan', 'cinta', 'negara', 'negara', 'shithole', 'terkait']"
1322, oh stfu you weakchinned turtlefaced hypocritical skunk twat,1,oh stfu melemah turtlefaced twat skunk munafik,"['oh', 'stfu', 'melemah', 'turtlefaced', 'twat', 'skunk', 'munafik']"
1323,sounds a faggot to me,1,Kedengarannya homo,"['kedengarannya', 'homo']"
1324, he's working on turning the us into a military state shithole country soon he'll have the military ou ,1,Dia berupaya mengubah AS negara shithole negara militer memiliki militer ou,"['dia', 'berupaya', 'mengubah', 'as', 'negara', 'shithole', 'negara', 'militer', 'memiliki', 'militer', 'ou']"
1325,darner's a twat orchestrated media stunt the warders are the australia,0,DARNER A TWAT diatur Media Stunt The Warders Australia,"['darner', 'twat', 'diatur', 'media', 'stunt', 'the', 'warders', 'australia']"
1326,syria has seen at least 500000 deaths and 11 million refugees nothing that happened in libya comes close,1,Suriah 500.000 kematian 11 juta pengungsi Libya mendekat,"['suriah', 'kematian', 'juta', 'pengungsi', 'libya', 'mendekat']"
1327,yup you got it it wont be fleeing shithole countries ruled by evil people nope it'll be trump is evil trump w ,1,yup Anda mendapatkannya melarikan negara -negara shithole diperintah orang jahat truf jahat truf w,"['yup', 'anda', 'mendapatkannya', 'melarikan', 'negara', 'negara', 'shithole', 'diperintah', 'orang', 'jahat', 'truf', 'jahat', 'truf']"
1328,it'd be a flamboyant leftist too if my only concern in life was to look cool for a bunch of retarded friends,0,kiri flamboyan -satunya perhatian hidup keren sekelompok teman terbelakang,"['kiri', 'flamboyan', 'satunya', 'perhatian', 'hidup', 'keren', 'sekelompok', 'teman', 'terbelakang']"
1329,['helium be a retard'],0,helium retard,"['helium', 'retard']"
1330,up opinion is not relevant if u say thing thong,0,Opini relevan Anda thong,"['opini', 'relevan', 'anda', 'thong']"
1331,shush nigger,1,Shush Nigger,"['shush', 'nigger']"
1332,alright fine i argue the way you arguing hey listen shitfaced you a retard who does know,1,baiklah berdebat Anda berdebat hei dengarkan sial Anda retard,"['baiklah', 'berdebat', 'anda', 'berdebat', 'hei', 'dengarkan', 'sial', 'anda', 'retard']"
1333,see the retard with a beehive the size of an apartment,1,lihat retard sarang lebah seukuran apartemen,"['lihat', 'retard', 'sarang', 'lebah', 'seukuran', 'apartemen']"
1334,thoughts about alley baby boy he cool better than me a guitar per a vocals hide mongoloid soya h,1,Pikiran bayi laki -laki keren dariku gitar vokal menyembunyikan soya mongoloid h,"['pikiran', 'bayi', 'laki', 'laki', 'keren', 'dariku', 'gitar', 'vokal', 'menyembunyikan', 'soya', 'mongoloid']"
1335,those inbreed mongoloid americanized unamerican brazil military police and government are good shots you got to be ,0,Mongoloid Inbreed Mongoloid Amerikanisasi Polisi Militer Pemerintah Brazil Unggin Amerika Tembakan Baik Anda,"['mongoloid', 'inbreed', 'mongoloid', 'amerikanisasi', 'polisi', 'militer', 'pemerintah', 'brazil', 'unggin', 'amerika', 'tembakan', 'baik', 'anda']"
1336,if y still used describe something ridiculous or stupid i just want you to know that you deserve,0,Jika Anda menggambarkan konyol bodoh Anda Anda mendapatkannya,"['jika', 'anda', 'menggambarkan', 'konyol', 'bodoh', 'anda', 'anda', 'mendapatkannya']"
1337,nice projection faggot,0,Proyeksi bagus homo,"['proyeksi', 'bagus', 'homo']"
1338,yo waitress tells me story of her arrest for assaulting dope on bus who insisted on using word faggot is,1,pelayan yo bercerita penangkapannya menyerang obat bius bus bersikeras fagot,"['pelayan', 'yo', 'bercerita', 'penangkapannya', 'menyerang', 'obat', 'bius', 'bus', 'bersikeras', 'fagot']"
1339,here i am again building my walls again this time it'll make it concrete a para deli a bastard maudlin of ma mongol,1,Di membangun dinding kali menjadikannya konkret paragraf deli bajingan maudlin ma mongol,"['di', 'membangun', 'dinding', 'kali', 'menjadikannya', 'konkret', 'paragraf', 'deli', 'bajingan', 'maudlin', 'ma', 'mongol']"
1340,they never get called spic wetback bearer et they never get pulled over and have the officer be racist,0,Mereka spic wetback bearer et menepi petugas rasis,"['mereka', 'spic', 'wetback', 'bearer', 'et', 'menepi', 'petugas', 'rasis']"
1341,boy of that was kb faggot ass,1,anak laki -laki kb fagot ass,"['anak', 'laki', 'laki', 'kb', 'fagot', 'ass']"
1342,it's okay to be white and celebrate australia day auspex,0,Tidak -apa putih merayakan Australia Auspex,"['tidak', 'apa', 'putih', 'merayakan', 'australia', 'auspex']"
1343,['born helen newington wills and cunt'],0,Born Helen Newington Wills Cunts,"['born', 'helen', 'newington', 'wills', 'cunts']"
1344,but seriously locking up refugees in offshore detention centers for years is barbaric and everyone involved should suffer the same cruelty,1,Tapi serius mengunci pengungsi pusat penahanan lepas pantai bertahun -tahun biadab orang terlibat menderita kekejaman,"['tapi', 'serius', 'mengunci', 'pengungsi', 'pusat', 'penahanan', 'lepas', 'pantai', 'bertahun', 'tahun', 'biadab', 'orang', 'terlibat', 'menderita', 'kekejaman']"
1345,man shes retarded u tell her go outside she walks inside,1,Pria terbelakang memberitahunya pergi berjalan,"['pria', 'terbelakang', 'memberitahunya', 'pergi', 'berjalan']"
1346,your gonna put your hand in my ass faggot,1,Anda meletakkan tangan Anda pantat homo,"['anda', 'meletakkan', 'tangan', 'anda', 'pantat', 'homo']"
1347,drop too hard might be the next negro spiritual if it last through new years eve,0,Jatuhkan keras spiritual negro malam,"['jatuhkan', 'keras', 'spiritual', 'negro', 'malam']"
