,tweet,Hate_Speech,translated_tweet
1588,if one more person calls me chink chunky thing thong i going to kick his balls,0,Jika orang memanggil chink chunky thong menendang bolanya
1589,['traves scout looks like his retarded picayune first cousin bye don river ever disrespect my humankind like that'],0,Traves Scout picayune terbelakang sepupu bye don river menghormati umat manusia
1590,get an aids test tompion cuss your wife's a dude faggot garrison southpaw,1,Dapatkan tes AIDS Toppion Cuss Istri Anda pria fagot garrison southpaw
1591,hahaha justin is a retarded hobbitni mean we were all thinking it ntheendless frightclub,1,hahaha justin hobbitni terbelakang berpikir nendllublubl
1592,not sure but when did the toxic feminacy all men are rapists movement start that would help answer your question,1,Tidak feminasi beracun pria gerakan pemerkosa membantu Anda
1593,pretty much i would let gemma know that she is a fat cunt and the shoes that she gave me were not something that i,1,Cukup Gemma vagina gemuk sepatu
1594,['females are literally retarded it feel honorable having ane but then just then ca ca gets rag'],0,Wanita -benar terbelakang terhormat memiliki ane ca ca kain
1595,that exactly why millions refuse to travel to the us myself included i rather visit country when,0,Itulah jutaan orang menolak perjalanan AS suka mengunjungi negara
1596,glen huddle rushed to hospital after collapsing nowhere's your god now eh glen you been a cunt in a past life,1,Glen Huddle bergegas rumah sakit pingsan tuhanmu eh glen vagina kehidupan
1597,anyone getting pissed a man u fans for that one tweet need to stand down it one stupid twat looking for fame no,0,kesal penggemar pria u tweet ditangguhkan twat bodoh mencari ketenaran no
1598,but half of sib is gaga are u retarded did beyond win a golden globe or nominated for an scar gaga remains,1,Tapi SIB gaga Anda terbelakang memenangkan Golden Globe dinominasikan bekas luka gaga
1599,wildebeest migration mara crossing safari travel africa trot,0,Migrasi kutub mara melintasi safari travel trot africa trot
1600,deaf nigger wine,1,Anggur negro tuli
1601,do you expect anything more from mongol scum,1,Apakah Anda mengharapkan Mongol Scum
1602,jack a retard can even get the logistics of the ape together,1,Jack A Retard logistik kera
1603,['cause it utter is as is the lie feminacy ford'],0,Karena -benar kebohongan feminacy ford
1604,open mongol,1,Buka Mongol
1605,this dude wane said keep in mind ism a negro so my open mind got a screen door,0,Dude wane Ingatlah negro pikiran terbuka pintu kasa
1606,many macho is a chapped cunt,0,Banyak macho vagina pecah -pecah
1607,you made a complete twat of yourself today did you,1,Anda twat lengkap Anda
1608,big sleepy twat,1,Twat mengantuk
1609,['our land is now being campaign like zimbabwe operating room done other shithole african land'],0,Tanah Kami Sekarang Berkampanye Seperti Zimbabwe Ruang Operasi Melakukan Tanah Afrika Shithole Lainnya
1610,why is drunk me such a cunt,1,Kenapa meminumku vagina
1611,staranurag  ,0,Levelnurag
1612,officials who created sanctuary cities as a haven for illegal aliens should be held responsible for their criminal,1,Pejabat menciptakan kota -kota suaka surga alien ilegal bertanggung penjahat
1613,trying to help people when ism literally a dumbest cunt who can't help shit,1,Mencoba membantu orang ISM -benar vagina bodoh menahan
1614,if my spic ass does make it to the j basin concert next week imam be upset as fuck,0,Jika keledai spic konser J. Basin minggu Imam kesal
1615,i'll take the rise body pillow in exchangenngo to hell u fuckin faggot,1,Aku mengambil Bantal Tubuh Bangkit Exchangenngo neraka fagot
1616,feminacy fake news,0,Berita palsu feminasi
1617,holy shit models actually have to tell themselvesforget to breath hot chicks really are retarded luxurycard,0,Model sial -benar lupa menghirup anak -anak seksi -benar kartu mewah terbelakang
1618,my white friends said you wetback spics crazy i hope no one heard thatcause if they did we gon be in some trooouuuble drake voice,1,Teman -teman kulit putih Anda Spics Spics Crazy harap mendengar melakukannya suara drake trooouuuble
1619,['mf lie with pulsing games with me same single ain retarded already'],0,mf berbohong permainan berdenyut single terbelakang
1620,it spic you idiot,1,Anda idiot
1621, i wouldn't be because i'm a faggot i like dick is that so hardnyou are dancing around what i sa ,1,Saya homo suka kontol hardnyou menari sa
1622,you can call that singing the twat would get four no for that performance she has got any likeability,0,Anda menyebutnya menyanyikan twat kinerja kesukaan
1623,stellar outta cannot mongoloid,1,bintang mongoloid
1624,think u spic flair,0,Pikirkan Bakat Spic
1625,his daughter is a new you simplistic retard,1,putrinya sederhana retard
1626,i look like such a cunt when i sleep like mouth open double chins limbs all about the shop hair tangled and every,0,Saya vagina tidur mulut terbuka dobol ganda rambut rambut kusut
1627,rondo retarded,0,Rondo terbelakang
1628,of course a safety net is necesary that's a basic principle of a civikized countrynno shithole country has a safet ,0,Tentu jaring pengaman kebutuhan prinsip dasar negara countrynno shithole dikeluarkan memiliki safet
1629,ready to get your home looking spic'nspan ,0,rumah Anda spicnspan
1630,the chines in our area is weak i would personally go thing thong crazy to access your orange chicken regularly,1,Chines daerah lemah pribadi pergi orang gila mengakses ayam jeruk Anda teratur
1631,i just saw a dyke that look like lie boogie she was kinda fine though,0,Aku seekor tanggul boogie boo
1632,bra i have a crush on a girl named onion and she has a crush on another kid he a retard lot and i,1,bra naksir gadis bernama Onion naksir anak lot retard
1633,this shit is retarded,0,omong kosong terbelakang
1634,booooooom you smelly cunt it's about time lufc had a bit of luck fuck forest love leeds lufc mot ,0,booooooom bau bajingan lufc memiliki keberuntungan bercinta hutan cinta leeds lufc mot
1635,never go full retard,0,Never Go Full Retard
1636,it's not fair nigger,0,negro adil
1637,    1st world shitholethis is what happens when the democratnaziparty i ,1,SHITHOLETHIS DUNIA 1 Demokratnaziparty i
1638,guys are legit retarded they have a diamond and still go chasing a dirt pile,1,Orang -orang terbelakang sah memiliki berlian mengejar tumpukan tanah
1639,a neophyte is a nigger nonsupervisory yet roving,1,neophyte negro nonssupervisory keliling
1640,boss a fucking cunt more like i mean how in the world is that not relevant,1,bos vagina sialan maksud dunia relevan
1641,imagine given birth to this nigger,1,Bayangkan melahirkan negro
1642,['1 escaped the ingest but got kidnapped by the mongol once more none'],0,1 lolos konsumsi diculik Mongol
1643,this is not the pristine spic and span environment one might wish for,0,Ini lingkungan spic rentang murni
1644,icicle twat,0,Icicle twat
1645,it was antigen retard,1,antigen retard
1646,in the moviereal woman have curves ana represents the new ideas and beliefs that children of immigrants have bu… ,0,Dalam film wanita sejati memiliki kurva ana mewakili ide keyakinan anak -anak imigran memiliki ...
1647,i wanna see the ozmate performance todayi feel awful for being stuck and poor in this shithole countrynni wanna ,0,Saya pertunjukan OzMate enak macet miskin negara shithole
1648,honesty though just imagine this image some faggot some dumb ass fuck talking up your girl or at least what you,1,Kejujuran bayangkan gambar homo orang bodoh bercinta berbicara gadis Anda Anda
1649,want to drain some useless faggot right now just love seeing your tributes hitting my bankreminds me just how ,0,menguras homo berguna suka upeti Anda memukul bankreminds
1650,dope new gospellighter flick soul beat win fire already keep in mind i'm a negroso my open min… ,0,Omong -gosong gospellighlight gospellighter soul beat fire negroso min terbuka…
1651, if you ask me they all qualify as shithole countriesincluding uk despite brexit they have ,0,Jika Anda memenuhi syarat negara -negara shithole Inggris
1652,mojo it was a spic from my picture,0,mojo spic foto
1653,['bbc newsnauru refugees the island where …'],0,BBC News Nauru mengungsi pulau ...
1654,also who and change are both last names thanks for picking a slight variation on thing thong for one of your only as,1,Juga perubahan -sama nama terima kasih memilih variasi Thong salah Anda -satunya
1655,['just got called a faggot on call of tariff living comes at you fast'],0,Baru homo panggilan tarif hidup Anda cepat
1656, ah a weak northern twat yep that would make sense if you weren't americannhave a nice evening little'un,0,Ah twat utara lemah ya masuk akal Anda -apa malam menyenangkan
1657,devious dangerous narcissistic autocratic slimy little twat,0,Dishous Dangerous Narcissistic Autocratic Slimy Little Twat
1658,oh dear the mongol hordes are sweeping up from the south to rape and pillage and sack our capital save us great,0,Ya ampun gerombolan Mongol menyapu selatan pemerkosaan penjarahan memecat ibukota selamatkanlah
1659,are u streaming the injury vs the retard dick measuring contest,0,Anda mengalir cedera vs kontes pengukur kontol retard
1660, and this is why the country is turning in to a shithole we desperately need political change,0,Dan negara beralih shithole membutuhkan perubahan politik
1661,it'll watch it when i get home you spic ism in school in,1,menontonnya pulang rumah Anda spic ism sekolah
1662,['pro that expect i sparred this medium frequency and his pace is retarded'],0,Pro berharap berdebat frekuensi menengah langkahnya terbelakang
1663,look at her face she not rich or happy all she has is being white in trump racist shithole country that ,0,lihat wajahnya kaya bahagia miliki berkulit putih negara shithole rasis truf
1664,ugh i wanna eat your cunt,1,ugh makan vaginamu
1665,this border trash is not coming in go back to where you come from,1,Sampah perbatasan Anda
1666,"[""it ' s okay to live livid""]",0,Tidak -apa hidup marah
1667,bloody psychopath give resign and go back to your country pakistan,1,Psikopat Berdarah Memberikan Pengunduran Diri Kembali Negara Anda Pakistan
1668,"[""ink what timezone my dad is in simply he cost saying it ' s 300 only i look at my phone and it enunciate 130 like of changeling""]",0,Tinta zona ayah biaya 300 ponsel mengeksplorasi 130 changeling
1669,oh no a leftist feminacy threatens not to vote for a republican just spiralling here but ism prep,0,oh feminasi kiri mengancam memilih Republikan berputar ISM Prep
1670,everything was a spic from my nature of listening to alternative rock,0,Semuanya spic sifat mendengarkan Rock Alternatif
1671,you gonna be home the rest of the day,0,Anda pulang
1672,['that entire van be spic and span colors of spine vibrant no curling edge hmm'],0,Seluruh van spic rentang warna tulang bersemangat tepi keriting hmm
1673,well he calls me a faggot earlier,1,memanggil homo
1674,thrown lie is a retard,1,Lempar kebohongan penghambat
1675,  back to v fox let's debate what u call foulest shithole in the world n and btw i ,1,Kembali V Fox Mari Debat Apa Anda SHITHOLE FOLEST DI DUNIA N DAN BTW I
